pass	file	line	func	callee	literal	snippet
A	src/frontend/udevices.c	2183	gen_dltch_instance	eq	$d_nc	eq(qbout, "$d_nc")
A	src/frontend/udevices.c	2240	gen_srff_instance	eq	$d_hi	eq(preb, "$d_hi")
A	src/frontend/udevices.c	2240	gen_srff_instance	eq	$d_nc	eq(preb, "$d_nc")
A	src/frontend/udevices.c	2250	gen_srff_instance	eq	$d_hi	eq(clrb, "$d_hi")
A	src/frontend/udevices.c	2250	gen_srff_instance	eq	$d_nc	eq(clrb, "$d_nc")
A	src/frontend/udevices.c	2270	gen_srff_instance	eq	$d_nc	eq(qout, "$d_nc")
A	src/frontend/udevices.c	2301	gen_srff_instance	eq	$d_nc	eq(qbout, "$d_nc")
A	src/frontend/udevices.c	2357	gen_compound_instance	eq	aoi	eq(itype, "aoi")
A	src/frontend/udevices.c	2361	gen_compound_instance	eq	ao	eq(itype, "ao")
A	src/frontend/udevices.c	2365	gen_compound_instance	eq	oai	eq(itype, "oai")
A	src/frontend/udevices.c	2369	gen_compound_instance	eq	oa	eq(itype, "oa")
A	src/frontend/udevices.c	2394	gen_compound_instance	eq	$d_hi	eq(inarr[k], "$d_hi")
A	src/frontend/udevices.c	2400	gen_compound_instance	eq	$d_lo	eq(inarr[k], "$d_lo")
A	src/frontend/udevices.c	2430	gen_compound_instance	eq	d_or	eq(ingates, "d_or")
A	src/frontend/udevices.c	2541	gen_gate_instance	eq	inv3	eq(itype, "inv3")
A	src/frontend/udevices.c	2545	gen_gate_instance	eq	buf3	eq(itype, "buf3")
A	src/frontend/udevices.c	2673	gen_gate_instance	eq	inv3a	eq(itype, "inv3a")
A	src/frontend/udevices.c	2677	gen_gate_instance	eq	buf3a	eq(itype, "buf3a")
A	src/frontend/udevices.c	3288	get_delays_ugff	eq	d_dlatch	eq(d_name, "d_dlatch")
A	src/frontend/udevices.c	3290	get_delays_ugff	eq	d_srlatch	eq(d_name, "d_srlatch")
A	src/frontend/udevices.c	3426	u_process_model	eq	ugate	eq(utype, "ugate")
A	src/frontend/udevices.c	3431	u_process_model	eq	utgate	eq(utype, "utgate")
A	src/frontend/udevices.c	3436	u_process_model	eq	ueff	eq(utype, "ueff")
A	src/frontend/udevices.c	3441	u_process_model	eq	ugff	eq(utype, "ugff")
A	src/frontend/udevices.c	3450	u_process_model	eq	uio	eq(utype, "uio")
A	src/frontend/udevices.c	3454	u_process_model	eq	udly	eq(utype, "udly")
A	src/frontend/udevices.c	3476	get_name_hilo	eq	$d_hi	eq(tok_str, "$d_hi")
A	src/frontend/udevices.c	3480	get_name_hilo	eq	$d_lo	eq(tok_str, "$d_lo")
A	src/frontend/udevices.c	3556	add_dff_inout_timing_model	eq	$d_nc	eq(arrp[i], "$d_nc")
A	src/frontend/udevices.c	3562	add_dff_inout_timing_model	eq	$d_nc	eq(dffip->clk, "$d_nc")
A	src/frontend/udevices.c	3645	add_dltch_inout_timing_model	eq	$d_nc	eq(arrp[i], "$d_nc")
A	src/frontend/udevices.c	3651	add_dltch_inout_timing_model	eq	$d_nc	eq(dlp->gate, "$d_nc")
A	src/frontend/udevices.c	3743	add_jkff_inout_timing_model	eq	$d_nc	eq(arrp[i], "$d_nc")
A	src/frontend/udevices.c	3743	add_jkff_inout_timing_model	eq	$d_nc	eq(arrpk[i], "$d_nc")
A	src/frontend/udevices.c	3749	add_jkff_inout_timing_model	eq	$d_nc	eq(jkffip->clkbar, "$d_nc")
A	src/frontend/udevices.c	3844	add_srff_inout_timing_model	eq	$d_nc	eq(arrp[i], "$d_nc")
A	src/frontend/udevices.c	3844	add_srff_inout_timing_model	eq	$d_nc	eq(arrpr[i], "$d_nc")
A	src/frontend/udevices.c	3850	add_srff_inout_timing_model	eq	$d_nc	eq(srffp->gate, "$d_nc")
A	src/frontend/udevices.c	4246	translate_ff_latch	eq	dff	eq(itype, "dff")
A	src/frontend/udevices.c	4253	translate_ff_latch	eq	jkff	eq(itype, "jkff")
A	src/frontend/udevices.c	4260	translate_ff_latch	eq	srff	eq(itype, "srff")
A	src/frontend/udevices.c	4267	translate_ff_latch	eq	dltch	eq(itype, "dltch")
A	src/frontend/udevices.c	4336	u_check_instance	eq	logicexp	eq(itype, "logicexp")
A	src/frontend/udevices.c	4336	u_check_instance	eq	pindly	eq(itype, "pindly")
A	src/frontend/udevices.c	4337	u_check_instance	eq	constraint	eq(itype, "constraint")
A	src/frontend/udevices.c	4369	u_subckt_line	strstr	optional:	strstr(subckt_line, "optional:")
A	src/frontend/udevices.c	4431	remove_optional	strncmp	dpwr 	strncmp(s, "dpwr ", 5)
A	src/frontend/udevices.c	4433	remove_optional	strncmp	dgnd 	strncmp(s, "dgnd ", 5)
A	src/frontend/udevices.c	4435	remove_optional	strncmp	vdd 	strncmp(s, "vdd ", 4)
A	src/frontend/udevices.c	4437	remove_optional	strncmp	vss 	strncmp(s, "vss ", 4)
A	src/frontend/udevices.c	4504	u_process_instance	eq	logicexp	eq(itype, "logicexp")
A	src/frontend/udevices.c	4519	u_process_instance	eq	pindly	eq(itype, "pindly")
A	src/frontend/udevices.c	4534	u_process_instance	eq	constraint	eq(itype, "constraint")
A	src/frontend/udevices.c	4557	u_process_instance	eq	dff	eq(itype, "dff")
A	src/frontend/udevices.c	4557	u_process_instance	eq	jkff	eq(itype, "jkff")
A	src/frontend/udevices.c	4558	u_process_instance	eq	dltch	eq(itype, "dltch")
A	src/frontend/udevices.c	4558	u_process_instance	eq	srff	eq(itype, "srff")
A	src/frontend/udevices.c	4560	u_process_instance	eq	pullup	eq(itype, "pullup")
A	src/frontend/udevices.c	4560	u_process_instance	eq	pulldn	eq(itype, "pulldn")
A	src/frontend/udevices.c	4562	u_process_instance	eq	dlyline	eq(itype, "dlyline")
A	src/frontend/udevices.c	4608	u_process_model_line	strncmp	.model |.model 	strncmp(line, ".model ", strlen(".model "))
A	src/frontend/variable.c	292	update_option_variables	eq	glob	eq(sz_rest, "glob")
A	src/frontend/variable.c	295	update_option_variables	eq	nomatch	eq(sz_rest, "nomatch")
A	src/frontend/variable.c	298	update_option_variables	eq	clobber	eq(sz_rest, "clobber")
A	src/frontend/variable.c	301	update_option_variables	eq	_histsubst	eq(sz_rest, "_histsubst")
A	src/frontend/variable.c	311	update_option_variables	eq	istory	eq(sz_var_name + 1, "istory")
A	src/frontend/variable.c	330	update_option_variables	eq	cho	eq(sz_var_name + 1, "cho")
A	src/frontend/variable.c	342	update_option_variables	eq	mpt	eq(sz_rest, "mpt")
A	src/frontend/variable.c	353	update_option_variables	eq	gram	eq(sz_rest, "gram")
A	src/frontend/variable.c	366	update_option_variables	eq	pdebug	eq(sz_var_name + 1, "pdebug")
A	src/frontend/variable.c	1012	vareval	eq	argv	eq(v->va_name, "argv")
A	src/frontend/wdisp/windisp.c	343	HcpyPlotBW	strcmp	empty	strcmp(tmpcolor[colorid], "empty")
A	src/spicelib/parser/inp2b.c	41	INP2B	strstr	hertz	strstr(current->line, "hertz")
A	src/spicelib/parser/inp2c.c	83	INP2C	strcmp	c	strcmp(model, "c")
A	src/spicelib/parser/inp2dot.c	442	ot_tran	strcmp	uic	strcmp(word, "uic")
A	src/spicelib/parser/inp2dot.c	548	ot_sens	strcmp	ac	strcmp(name, "ac")
A	src/spicelib/parser/inp2dot.c	548	ot_sens	strcmp	dc	strcmp(name, "dc")
A	src/spicelib/parser/inp2dot.c	560	ot_sens	strcmp	ac	strcmp(name, "ac")
A	src/spicelib/parser/inp2dot.c	571	ot_sens	strcmp	dc	strcmp(name, "dc")
A	src/spicelib/parser/inp2dot.c	695	ot_pss	strcmp	uic	strcmp(word, "uic")
A	src/spicelib/parser/inp2dot.c	793	ot_hb	strcmp	uic	strcmp(word, "uic")
A	src/spicelib/parser/inp2dot.c	837	NP2dot	strcmp	.model	strcmp(token, ".model")
A	src/spicelib/parser/inp2dot.c	841	NP2dot	strcmp	.param	strcmp(token, ".param")
A	src/spicelib/parser/inp2dot.c	845	NP2dot	strcmp	.width	strcmp(token, ".width")
A	src/spicelib/parser/inp2dot.c	846	NP2dot	strcmp	.print	strcmp(token, ".print")
A	src/spicelib/parser/inp2dot.c	846	NP2dot	strcmp	.plot	strcmp(token, ".plot")
A	src/spicelib/parser/inp2dot.c	852	NP2dot	strcmp	.temp	strcmp(token, ".temp")
A	src/spicelib/parser/inp2dot.c	859	NP2dot	strcmp	.op	strcmp(token, ".op")
A	src/spicelib/parser/inp2dot.c	862	NP2dot	strcmp	.nodeset	strcmp(token, ".nodeset")
A	src/spicelib/parser/inp2dot.c	864	NP2dot	strcmp	.disto	strcmp(token, ".disto")
A	src/spicelib/parser/inp2dot.c	867	NP2dot	strcmp	.noise	strcmp(token, ".noise")
A	src/spicelib/parser/inp2dot.c	870	NP2dot	strcmp	.four	strcmp(token, ".four")
A	src/spicelib/parser/inp2dot.c	871	NP2dot	strcmp	.fourier	strcmp(token, ".fourier")
A	src/spicelib/parser/inp2dot.c	876	NP2dot	strcmp	.ic	strcmp(token, ".ic")
A	src/spicelib/parser/inp2dot.c	878	NP2dot	strcmp	.ac	strcmp(token, ".ac")
A	src/spicelib/parser/inp2dot.c	881	NP2dot	strcmp	.pz	strcmp(token, ".pz")
A	src/spicelib/parser/inp2dot.c	884	NP2dot	strcmp	.dc	strcmp(token, ".dc")
A	src/spicelib/parser/inp2dot.c	890	NP2dot	strcmp	.tf	strcmp(token, ".tf")
A	src/spicelib/parser/inp2dot.c	893	NP2dot	strcmp	.tran	strcmp(token, ".tran")
A	src/spicelib/parser/inp2dot.c	898	NP2dot	strcmp	.pss	strcmp(token, ".pss")
A	src/spicelib/parser/inp2dot.c	905	NP2dot	strcmp	.sp	strcmp(token, ".sp")
A	src/spicelib/parser/inp2dot.c	911	NP2dot	strcmp	.hb	strcmp(token, ".hb")
A	src/spicelib/parser/inp2dot.c	917	NP2dot	strcmp	.subckt	strcmp(token, ".subckt")
A	src/spicelib/parser/inp2dot.c	918	NP2dot	strcmp	.ends	strcmp(token, ".ends")
A	src/spicelib/parser/inp2dot.c	922	NP2dot	strcmp	.end	strcmp(token, ".end")
A	src/spicelib/parser/inp2dot.c	927	NP2dot	strcmp	.sens	strcmp(token, ".sens")
A	src/spicelib/parser/inp2dot.c	932	NP2dot	strcmp	.sens2	strcmp(token, ".sens2")
A	src/spicelib/parser/inp2dot.c	937	NP2dot	strcmp	.probe	strcmp(token, ".probe")
A	src/spicelib/parser/inp2dot.c	940	NP2dot	strcmp	.options	strcmp(token, ".options")
A	src/spicelib/parser/inp2dot.c	941	NP2dot	strcmp	.option	strcmp(token,".option")
A	src/spicelib/parser/inp2dot.c	942	NP2dot	strcmp	.opt	strcmp(token,".opt")
A	src/spicelib/parser/inp2dot.c	947	NP2dot	strcmp	.global	strcmp(token, ".global")
A	src/spicelib/parser/inp2dot.c	955	NP2dot	strcmp	.meas	strcmp(token, ".meas")
A	src/spicelib/parser/inp2dot.c	955	NP2dot	strcmp	.measure	strcmp(token, ".measure")
A	src/spicelib/parser/inp2dot.c	956	NP2dot	strcmp	.prot	strcmp(token, ".prot")
A	src/spicelib/parser/inp2dot.c	956	NP2dot	strcmp	.unprot	strcmp(token, ".unprot")
A	src/spicelib/parser/inp2l.c	81	INP2L	strcmp	l	strcmp(model, "l")
A	src/spicelib/parser/inp2p.c	58	NP2P	strcmp	length	strcmp(tempname, "length")
A	src/spicelib/parser/inp2p.c	58	NP2P	strcmp	len	strcmp(tempname, "len")
A	src/spicelib/parser/inp2p.c	105	NP2P	strcmp	length	strcmp(model, "length")
A	src/spicelib/parser/inp2p.c	105	NP2P	strcmp	len	strcmp(model, "len")
A	src/spicelib/parser/inp2r.c	101	INP2R	strstr	tc	strstr(s, "tc")
A	src/spicelib/parser/inp2r.c	162	INP2R	strcmp	r	strcmp(model, "r")
A	src/spicelib/parser/inp2y.c	77	NP2Y	strcmp	len	strcmp(model, "len")
A	src/spicelib/parser/inp2y.c	100	NP2Y	strcmp	l	strcmp(buf,"l")
A	src/spicelib/parser/inp2y.c	104	NP2Y	strcmp	c	strcmp(buf,"c")
A	src/spicelib/parser/inp2y.c	109	NP2Y	strcmp	length	strcmp(buf,"length")
A	src/spicelib/parser/inpdomod.c	46	INPdomodel	strcmp	npn	strcmp(type_name, "npn")
A	src/spicelib/parser/inpdomod.c	46	INPdomodel	strcmp	pnp	strcmp(type_name, "pnp")
A	src/spicelib/parser/inpdomod.c	83	INPdomodel	strcmp	d	strcmp(type_name, "d")
A	src/spicelib/parser/inpdomod.c	94	INPdomodel	strcmp	njf	strcmp(type_name, "njf")
A	src/spicelib/parser/inpdomod.c	95	INPdomodel	strcmp	pjf	strcmp(type_name, "pjf")
A	src/spicelib/parser/inpdomod.c	125	INPdomodel	strcmp	nmf	strcmp(type_name, "nmf")
A	src/spicelib/parser/inpdomod.c	126	INPdomodel	strcmp	pmf	strcmp(type_name, "pmf")
A	src/spicelib/parser/inpdomod.c	127	INPdomodel	strcmp	nhfet	strcmp(type_name, "nhfet")
A	src/spicelib/parser/inpdomod.c	128	INPdomodel	strcmp	phfet	strcmp(type_name, "phfet")
A	src/spicelib/parser/inpdomod.c	184	INPdomodel	strcmp	urc	strcmp(type_name, "urc")
A	src/spicelib/parser/inpdomod.c	195	INPdomodel	strcmp	vdmos	strcmp(type_name, "vdmos")
A	src/spicelib/parser/inpdomod.c	196	INPdomodel	strcmp	vdmosn	strcmp(type_name, "vdmosn")
A	src/spicelib/parser/inpdomod.c	197	INPdomodel	strcmp	vdmosp	strcmp(type_name, "vdmosp")
A	src/spicelib/parser/inpdomod.c	208	INPdomodel	strcmp	nmos	strcmp(type_name, "nmos")
A	src/spicelib/parser/inpdomod.c	209	INPdomodel	strcmp	pmos	strcmp(type_name, "pmos")
A	src/spicelib/parser/inpdomod.c	210	INPdomodel	strcmp	nsoi	strcmp(type_name, "nsoi")
A	src/spicelib/parser/inpdomod.c	211	INPdomodel	strcmp	psoi	strcmp(type_name, "psoi")
A	src/spicelib/parser/inpdomod.c	283	INPdomodel	strstr	default	strstr(ver, "default")
A	src/spicelib/parser/inpdomod.c	308	INPdomodel	strstr	default	strstr(ver, "default")
A	src/spicelib/parser/inpdomod.c	376	INPdomodel	strstr	default	strstr(ver, "default")
A	src/spicelib/parser/inpdomod.c	392	INPdomodel	strcmp	ndev	strcmp(type_name, "ndev")
A	src/spicelib/parser/inpdomod.c	403	INPdomodel	strcmp	r	strcmp(type_name, "r")
A	src/spicelib/parser/inpdomod.c	421	INPdomodel	strcmp	res	strcmp(type_name, "res")
A	src/spicelib/parser/inpdomod.c	432	INPdomodel	strcmp	txl	strcmp(type_name,"txl")
A	src/spicelib/parser/inpdomod.c	439	INPdomodel	strcmp	l	strcmp(val,"l")
A	src/spicelib/parser/inpdomod.c	466	INPdomodel	strcmp	cpl	strcmp(type_name,"cpl")
A	src/spicelib/parser/inpdomod.c	477	INPdomodel	strcmp	c	strcmp(type_name, "c")
A	src/spicelib/parser/inpdomod.c	488	INPdomodel	strcmp	l	strcmp(type_name, "l")
A	src/spicelib/parser/inpdomod.c	500	INPdomodel	strcmp	sw	strcmp(type_name, "sw")
A	src/spicelib/parser/inpdomod.c	511	INPdomodel	strcmp	csw	strcmp(type_name, "csw")
A	src/spicelib/parser/inpdomod.c	522	INPdomodel	strcmp	ltra	strcmp(type_name, "ltra")
A	src/spicelib/parser/inpdomod.c	533	INPdomodel	strcmp	numd	strcmp(type_name,"numd")
A	src/spicelib/parser/inpdomod.c	555	INPdomodel	strcmp	nbjt	strcmp(type_name,"nbjt")
A	src/spicelib/parser/inpdomod.c	577	INPdomodel	strcmp	numos	strcmp(type_name,"numos")
A	src/spicelib/parser/inpdomod.c	591	INPdomodel	strcmp	poly	strcmp(type_name, "poly")
A	src/spicelib/parser/inpfindl.c	26	INPfindLev	strstr	level	strstr(line, "level")
A	src/spicelib/parser/inpfindv.c	17	INPfindVer	strstr	version	strstr(line, "version")
A	src/spicelib/parser/inpgmod.c	151	reate_model	strcmp	level	strcmp(parm, "level")
A	src/spicelib/parser/inpgmod.c	151	reate_model	strcmp	m	strcmp(parm, "m")
A	src/spicelib/parser/inppas1.c	26	INPpas1	strncmp	.model	strncmp(thisline, ".model", 6)
A	src/spicelib/parser/inppas3.c	52	NPpas3	strcmp	.nodeset	strcmp(token,".nodeset")
A	src/spicelib/parser/inppas3.c	56	NPpas3	strcmp	nodeset	strcmp(prm->keyword,"nodeset")
A	src/spicelib/parser/inppas3.c	113	NPpas3	strcmp	.ic	strcmp(token,".ic")
A	src/spicelib/parser/inppas3.c	117	NPpas3	strcmp	ic	strcmp(prm->keyword,"ic")
A	src/spicelib/parser/inpptree.c	1163	PT_mkfnode	strcmp	ternary_fcn	strcmp("ternary_fcn", buf)
A	src/spicelib/parser/inpptree.c	1189	PT_mkfnode	strcmp	gauss	strcmp("gauss", buf)
A	src/spicelib/parser/inpptree.c	1341	PT_mksnode	strcmp	time	strcmp("time", buf)
A	src/spicelib/parser/inpptree.c	1347	PT_mksnode	strcmp	temper	strcmp("temper", buf)
A	src/spicelib/parser/inpptree.c	1353	PT_mksnode	strcmp	hertz	strcmp("hertz", buf)
A	src/xspice/cmpp/main.c	99	main	strcmp	-ifs	strcmp(argv[1],"-ifs")
A	src/xspice/cmpp/main.c	109	main	strcmp	-lst	strcmp(argv[1],"-lst")
A	src/xspice/cmpp/main.c	119	main	strcmp	-mod	strcmp(argv[1],"-mod")
A	src/xspice/cmpp/main.c	132	main	strcmp	-p	strcmp(argv[1],"-p")
A	src/xspice/enh/enhtrans.c	316	two2three_translate	strstr	 m=	strstr(orig_card, " m=")
A	src/xspice/enh/enhtrans.c	557	get_poly_dimension	strcmp	poly	strcmp(local_tok, "poly")
A	src/xspice/evt/evtcheck_nodes.c	367	examine_device	strcmp	family	strcmp(pp[i].keyword, "family")
A	src/xspice/evt/evtcheck_nodes.c	657	find_bridge	strncmp	.inc	strncmp(setup, ".inc", 4)
A	src/xspice/evt/evtprint.c	998	VTsave	strcmp	none	strcmp("none", wl->wl_word)
A	src/xspice/evt/evtprint.c	1001	VTsave	strcmp	all	strcmp("all", wl->wl_word)
A	src/xspice/idn/idndig.c	213	idn_digital_plot_val	strcmp	strength	strcmp(member,"strength")
A	src/xspice/idn/idndig.c	273	idn_digital_print_val	strcmp	state	strcmp(member,"state")
A	src/xspice/idn/idndig.c	295	idn_digital_print_val	strcmp	strength	strcmp(member,"strength")
A	src/xspice/mif/mifgetvalue.c	286	MIFget_boolean	strcmp	t	strcmp(token, "t")
A	src/xspice/mif/mifgetvalue.c	286	MIFget_boolean	strcmp	true	strcmp(token, "true")
A	src/xspice/mif/mifgetvalue.c	288	MIFget_boolean	strcmp	f	strcmp(token, "f")
A	src/xspice/mif/mifgetvalue.c	288	MIFget_boolean	strcmp	false	strcmp(token, "false")
A	src/xspice/mif/mifnoise.c	78	ind_noise_params	strcmp	noise_voltage	strcmp(pinfo->name, "noise_voltage")
A	src/xspice/mif/mifnoise.c	80	ind_noise_params	strcmp	noise_current	strcmp(pinfo->name, "noise_current")
A	src/xspice/mif/mifnoise.c	82	ind_noise_params	strcmp	noise_corner	strcmp(pinfo->name, "noise_corner")
A	src/xspice/mif/mifnoise.c	84	ind_noise_params	strcmp	noise_exponent	strcmp(pinfo->name, "noise_exponent")
A	src/xspice/mif/mifnoise.c	86	ind_noise_params	strcmp	noise_programmatic	strcmp(pinfo->name, "noise_programmatic")
A	src/xspice/mif/mifutil.c	198	MIFget_token	strcmp	null	strcmp(ret_str, "null")
B	src/frontend/breakp2.c	98	ettrace	eq		eq(dbcheck->db_nodename1, db_nodename1)
B	src/frontend/com_alias.c	89	p_doalias	eq		eq(nwl->wl_word, comm->wl_word)
B	src/frontend/com_alias.c	134	p_setalias	strcmp		strcmp(al->al_name, word)
B	src/frontend/com_display.c	20	comp	strcmp		strcmp((*v1)->v_name, (*v2)->v_name)
B	src/frontend/com_help.c	85	com_help	eq		eq(wl->wl_word, c->co_comname)
B	src/frontend/com_help.c	99	com_help	eq		eq(al->al_name, wl->wl_word)
B	src/frontend/com_history.c	344	prefix	prefix		prefix(buf, hi->hi_wlist->wl_word)
B	src/frontend/com_history.c	509	ohs	prefix		prefix(pat, str)
B	src/frontend/com_shift.c	31	om_shift	eq		eq(v->va_name, n)
B	src/frontend/com_strcmp.c	21	om_strcmp	strcmp		strcmp(s1, s2)
B	src/frontend/com_strcmp.c	37	com_strstr	strstr		strstr(s1, s2)
B	src/frontend/com_sysinfo.c	307	set_static_system_info	strstr		strstr(inStr, matchStr)
B	src/frontend/com_sysinfo.c	333	set_static_system_info	strstr		strstr(strPtr, matchStrProc)
B	src/frontend/com_sysinfo.c	344	set_static_system_info	strstr		strstr(strPtr, matchStrProc)
B	src/frontend/com_sysinfo.c	347	set_static_system_info	strstr		strstr(strPtr, matchStrPhys)
B	src/frontend/control.c	69	findlabel	eq		eq(s, ct->co_text->wl_word)
B	src/frontend/define.c	99	om_define	eq		eq(ft_funcs[i].fu_name, tbuf)
B	src/frontend/define.c	134	om_define	prefix		prefix(b, udf->ud_name)
B	src/frontend/define.c	200	rdefs	eq		eq(name, udf->ud_name)
B	src/frontend/define.c	269	t_substdef	eq		eq(name, udf->ud_name)
B	src/frontend/define.c	316	rcopy	eq		eq(s, d->v_name)
B	src/frontend/define.c	428	om_undefine	eq		eq(wlist->wl_word, udf->ud_name)
B	src/frontend/device.c	1507	evexpand	strcmp		strcmp(name, devices->wl_word)
B	src/frontend/diff.c	137	om_diff	eq		eq(wl->wl_word, p1->pl_typename)
B	src/frontend/diff.c	138	om_diff	eq		eq(wl->wl_word, p2->pl_typename)
B	src/frontend/diff.c	154	om_diff	eq		eq(wl->wl_word, p1->pl_typename)
B	src/frontend/diff.c	165	om_diff	eq		eq(wl->wl_word, p2->pl_typename)
B	src/frontend/diff.c	177	om_diff	eq		eq(p1->pl_name, p2->pl_name)
B	src/frontend/diff.c	181	om_diff	eq		eq(p1->pl_title, p2->pl_title)
B	src/frontend/display.c	153	indDev	strcmp		strcmp(name, device[i].name)
B	src/frontend/dotcards.c	126	t_savedotargs	strcmp		strcmp(wl->wl_word, plot_opts[i])
B	src/frontend/ftesopt.c	41	t_getstat	eq		eq(name, FTEOPTtbl[i].keyword)
B	src/frontend/gens.c	289	gen_next	strcmp		strcmp(device, dev_name + 1 + subckt_len)
B	src/frontend/gens.c	295	gen_next	strcmp		strcmp(model, mod_name)
B	src/frontend/hcomp.c	10	comp	strcmp		strcmp((*c1)->co_comname, (*c2)->co_comname)
B	src/frontend/help/readhelp.c	34	ortcmp	strcmp		strcmp((*tlp1)->description, (*tlp2)->description)
B	src/frontend/help/readhelp.c	326	indsubject	strstr		strstr(indexitem.subject,subject)
B	src/frontend/inp.c	1804	om_alterparam	eq		eq(sname, subcktname)
B	src/frontend/inp.c	1829	om_alterparam	strstr		strstr(xline, bsubb)
B	src/frontend/inp.c	1860	om_alterparam	eq		eq(name, pname)
B	src/frontend/inp.c	2847	rem_unused_mos_models	strstr		strstr(tmplist->mname, mname)
B	src/frontend/inpc_probe.c	535	inp_probe	eq		eq(instname1, instname2)
B	src/frontend/inpcom.c	385	line_contains_icfile	strstr		strstr(s, str)
B	src/frontend/inpcom.c	3086	is_a_modelname	eq		eq(s, st)
B	src/frontend/inpcom.c	3168	nlist_find	strcmp		strcmp(nlist->names[i], name)
B	src/frontend/inpcom.c	3246	get_subckts_for_subckt	strcmp		strcmp(curr_subckt_name, subckt_name)
B	src/frontend/inpcom.c	3742	find_name	strcmp		strcmp(p->names[i], name)
B	src/frontend/inpcom.c	4195	inp_fix_inst_line	strcmp		strcmp(subckt_param_names[i], inst_param_names[j])
B	src/frontend/inpcom.c	4446	find_function	strcmp		strcmp(f->name, name)
B	src/frontend/inpcom.c	4618	search_func_arg	strncmp		strncmp(str, fcn->params[i], len)
B	src/frontend/inpcom.c	5535	inp_sort_params	strcmp		strcmp(deps[i].param_name, deps[j].param_name)
B	src/frontend/inpcom.c	5900	search_identifier	strstr		strstr(str, identifier)
B	src/frontend/inpcom.c	5926	ya_search_identifier	strstr		strstr(str, identifier)
B	src/frontend/inpcom.c	5954	search_plain_identifier	strstr		strstr(str, identifier)
B	src/frontend/inpcom.c	7393	replace_token	strstr		strstr(string, token)
B	src/frontend/inpcom.c	8991	inp_meas_current	eq		eq(rep->rtoken, tok)
B	src/frontend/inpcom.c	9002	inp_meas_current	strstr		strstr(thisline, searchstr)
B	src/frontend/inpcom.c	9004	inp_meas_current	prefix		prefix(searchstr, findstr)
B	src/frontend/inpcom.c	9006	inp_meas_current	strstr		strstr(thisline, searchstr)
B	src/frontend/inpcom.c	9403	find_subckt_1	eq		eq(name, p->name)
B	src/frontend/inpcom.c	10010	add_to_sourcepath	strcmp		strcmp(scan->wl_word, scan_new->wl_word)
B	src/frontend/inpcompat.c	225	find_model	eq		eq(origmtype, newmtype)
B	src/frontend/inpcompat.c	356	find_a_model	eq		eq(vsmodel->modelname, name)
B	src/frontend/inpcompat.c	357	find_a_model	eq		eq(vsmodel->subcktline, subcktline)
B	src/frontend/logicexp.c	70	insert_sym_tab	strcmp		strcmp(name, t->name)
B	src/frontend/logicexp.c	85	member_sym_tab	strcmp		strcmp(name, t->name)
B	src/frontend/logicexp.c	176	lexer_set_start	strstr		strstr(lx->lexer_line, s)
B	src/frontend/logicexp.c	441	add_name_entry	eq		eq(x->name, name)
B	src/frontend/logicexp.c	523	new_gate	strncmp		strncmp(i1, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	524	new_gate	strncmp		strncmp(i2, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	597	scan_gates	eq		eq(current->ins->name, previous->outp)
B	src/frontend/logicexp.c	606	scan_gates	strncmp		strncmp(current->ins->name, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	607	scan_gates	strncmp		strncmp(previous->outp, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	608	scan_gates	eq		eq(current->ins->name, previous->outp)
B	src/frontend/logicexp.c	619	scan_gates	strncmp		strncmp(current->ins->name, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	625	scan_gates	strncmp		strncmp(prev->outp, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	626	scan_gates	eq		eq(current->ins->name, prev->outp)
B	src/frontend/logicexp.c	807	infix_to_postfix	strncmp		strncmp(lx->lexer_buf, TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	1102	bstmt_postfix	strncmp		strncmp(ds_get_buf(&lhs), TMP_PREFIX, TMP_LEN)
B	src/frontend/logicexp.c	1245	expect_token	eq		eq(expected_str, lx->lexer_buf)
B	src/frontend/logicexp.c	1506	find_pindly_out_name	eq		eq(p->out_name, name)
B	src/frontend/logicexp.c	1579	get_typ_estimate	eq		eq(unitsmin, unitsmax)
B	src/frontend/measure.c	172	et_double_value	strncmp		strncmp(token, name, strlen(name))
B	src/frontend/measure.c	350	o_measure	strcmp		strcmp(an_name, an_type)
B	src/frontend/measure.c	445	o_measure	strcmp		strcmp(an_name, an_type)
B	src/frontend/measure.c	481	o_measure	strstr		strstr(meas_card->line, meastype)
B	src/frontend/misccoms.c	292	om_version	eq		eq(ft_sim->version, s)
B	src/frontend/mw_coms.c	86	om_removecirc	strcmp		strcmp(plot_list->pl_title, namecircuit)
B	src/frontend/mw_coms.c	94	om_removecirc	strcmp		strcmp(plot_list->pl_title, namecircuit)
B	src/frontend/mw_coms.c	98	om_removecirc	strcmp		strcmp(p->pl_title, namecircuit)
B	src/frontend/mw_coms.c	100	om_removecirc	strcmp		strcmp(p->pl_title, namecircuit)
B	src/frontend/numparam/xpressn.c	1264	nsertnumber	strstr		strstr(s, MARKER)
